序号,公告标题,发布日期,跳转链接 
['3'],['广州市公安消防局及直属单位物业管理服务项目(CZ2019-1109)'],['2019-08-06'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627067.jhtml']
['4'],['广州市财政局绩效评价管理平台软件开发项目(CZ2019-1090)'],['2019-08-06'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627041.jhtml']
['5'],['广州市公安局花都区分局购置不礼让行人抓拍设备项目(CZ2019-0599)'],['2019-08-06'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627027.jhtml']
['6'],['广州市基于大数据的医院精细化管理和医疗服务监督平台建设采购项目(CZ2019-1140)'],['2019-08-06'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627009.jhtml']
['7'],['中国共产党广州市委员会办公厅会议室设备信息化设施更新项目(CZ2019-1198)'],['2019-08-06'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627008.jhtml']
['8'],['广州市医疗保险服务中心引入第三方提供医用耗材数据分析相关服务采购项目(CC2019-0063)'],['2019-08-06'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627007.jhtml']
['9'],['广州市番禺区石楼镇南派小学信息化设备采购项目(CZ2019-1077)'],['2019-08-06'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626985.jhtml']
['10'],['广州市民政局广州市受助人员安置中心信息化项目(CZ2019-0376)'],['2019-08-05'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626954.jhtml']
['1'],['广州市老干部活动中心信息化项目（一期）(CZ2019-1343)'],['2019-08-05'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626914.jhtml']
['2'],['华南师范大学附属广州大学城小学办公家具采购项目(CZ2019-1265)'],['2019-08-05'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626892.jhtml']
['3'],['广州市机电高级技工学校高水平技师学院建设——职业素养综合实训室设备及配套设施购置采购项目(CZ2019-1341)'],['2019-08-05'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626875.jhtml']
['4'],['广州市从化区科技工业商务和信息化局从化区“仁里集”云平台“我找代表”模块建设采购项目(CZ2019-1264)'],['2019-08-05'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626866.jhtml']
['5'],['广州市土地开发中心金沙洲横沙村林地看管采购项目(CD2019-0107)'],['2019-08-05'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626846.jhtml']
['6'],['广州市土地开发中心金沙洲沙凤村林地看管服务采购项目(CD2019-0108)'],['2019-08-05'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626828.jhtml']
['7'],['广州市环境信息中心广州市生态环境局机动车污染排放监管系统新检测方法改造项目(CZ2019-1249)'],['2019-08-02'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626751.jhtml']
['8'],['广州市人力资源和社会保障信息中心运维项目(GZIT2019-B6-105)之公共服务运维子项目(CZ2019-1268)'],['2019-08-02'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626605.jhtml']
['9'],['广州市增城区中医医院信息安全等级保护二级建设项目(CZ2019-0983)'],['2019-08-02'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626592.jhtml']
['10'],['广州市南沙区人脸识别视频监控系统前端建设项目(CZ2018-1729)'],['2019-08-02'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626567.jhtml']
['1'],['广州市公安局南沙区分局交通车租赁服务项目(CZ2019-1301)'],['2019-08-02'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626563.jhtml']
['2'],['广州市番禺区洛溪新城中学智慧校园建设采购项目(CZ2019-1272)'],['2019-08-02'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626553.jhtml']
['3'],['广州市增城区市场监督管理局增城区食品药品监督管理局食品药品检验所业务用房智能化系统建设采购项目(CZ2019-1161)'],['2019-08-02'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626549.jhtml']
['4'],['广州雅居乐花园配套公办学校信息化设备设施采购项目(CZ2019-1336)'],['2019-08-02'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626546.jhtml']
['5'],['广州开发区民营经济和企业服务局企业筹建项目管理与服务平台采购项目(CZ2019-1269)'],['2019-08-02'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626542.jhtml']
['6'],['广州市旅游商务职业学校实训室设备购置采购项目(CZ2019-1092)'],['2019-08-02'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626538.jhtml']
['7'],['广州市人力资源和社会保障信息中心运维项目（GZIT2019-B6-105）之网络线路租赁服务子项目(CZ2019-1250)'],['2019-08-02'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626535.jhtml']
['8'],['广州市人力资源和社会保障信息中心运维项目（GZIT2019-B6-105）之主机及业务系统运维服务子项目(CZ2019-1277)'],['2019-08-02'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626534.jhtml']
['9'],['广州市天河区民政局“银龄安康行动”老年人意外伤害综合险采购项目(CD2019-0116)'],['2019-08-02'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626531.jhtml']
['10'],['广州市天河区凤凰街社区服务中心信息化系统项目(CZ2019-1138)'],['2019-08-01'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626479.jhtml']
['1'],['广州市老年干部大学管理办公室2018年度信息化建设项目之安防监控系统采购项目(CZ2019-1205)'],['2019-08-01'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626476.jhtml']
['2'],['中共广州市委机关事务管理局（中共广州市委机关服务中心）市委会议室中央空调系统采购项目(CZ2019-1305)'],['2019-08-01'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626473.jhtml']
['3'],['广州市疾病预防控制中心安防系统升级改造项目(CZ2019-1172)'],['2019-08-01'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626461.jhtml']
['4'],['增城区永宁街村级视频监控系统维护采购项目(CZ2019-1005)'],['2019-08-01'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626452.jhtml']
['5'],['广州市妇女儿童医疗中心电子病历系统优化改造项目(CZ2019-1158)'],['2019-08-01'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626439.jhtml']
['6'],['广州市南沙区新垦学校理化生室场装备采购项目(CJ2019-0025)'],['2019-08-01'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626434.jhtml']
['7'],['广州市黄埔区、广州开发区促进工业互联网产业发展办法政策兑现与认定采购项目(CZ2019-1275)'],['2019-08-01'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626428.jhtml']
['8'],['广州市番禺区南村镇实验幼儿园信息化设备采购项目(CZ2019-1243)'],['2019-08-01'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626397.jhtml']
['9'],['广州计量检测技术研究院实验场地租赁采购项目(CD2019-0117)'],['2019-08-01'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626394.jhtml']
['10'],['广州市公安局智慧新经侦建设采购项目(CZ2019-0586)'],['2019-08-01'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626392.jhtml']
['1'],['中共广州市黄埔区委政法委员会出租屋电子门禁系统采购项目(CZ2019-1242)'],['2019-08-01'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626386.jhtml']
['2'],['黄埔区人民法院审判大楼信息化系统建设及设备购置项目(CZ2019-0923)'],['2019-08-01'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626383.jhtml']
['3'],['广州市黄埔区青少年宫（丰乐宫）物业管理服务采购项目(CZ2019-1316)'],['2019-08-01'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626382.jhtml']
['4'],['广州市妇女儿童医疗中心完善信息安全体系建设项目(CZ2019-0776)'],['2019-08-01'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626377.jhtml']
['5'],['广州市殡葬管理处市级殡葬管理服务视频监控站二期采购项目(CC2019-0031)'],['2019-07-31'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626354.jhtml']
['6'],['广州市公安局广州市第八人民医院收治患特殊类型传染病违法犯罪人员病区（100张床位）技防项目(CZ2019-1292)'],['2019-07-31'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626348.jhtml']
['7'],['广州市增城区新塘镇政府采购消防器材(CZ2019-1154)'],['2019-07-31'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626347.jhtml']
['8'],['广州市医疗保险服务中心广州市长期护理保险委托经办服务项目(CZ2019-1199)'],['2019-07-31'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626247.jhtml']
['9'],['广州市番禺区南村中学教学平台设备采购项目(CZ2019-1220)'],['2019-07-31'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626241.jhtml']
['10'],['广州市海珠区电子政务技术信息中心海珠区信息化项目管理服务资格采购项目(CZ2019-1122)'],['2019-07-31'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626212.jhtml']
['1'],['广东省广州花都监狱信息安全等级保护采购项目(CZ2019-0806)'],['2019-07-31'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626210.jhtml']
['2'],['广州市天河区人民政府龙洞街道办事处社工服务站（家庭综合服务中心）办公用房租赁采购项目(CD2019-0115)'],['2019-07-30'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626150.jhtml']
['3'],['广州市石门国家森林公园智慧旅游服务平台二期项目(CZ2019-1105)'],['2019-07-30'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626147.jhtml']
['4'],['广东省广州市中级人民法院2019-2020年诉讼材料数字化加工服务采购项目(CZ2019-0901)'],['2019-07-30'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626095.jhtml']
['5'],['广州市增城区新塘镇政府采购广告服务项目(CZ2019-1145)'],['2019-07-30'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626090.jhtml']
['6'],['番禺区工商职业技术学校2019年桥南校区无线有线网络改造采购项目(CZ2019-1235)'],['2019-07-30'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626088.jhtml']
['7'],['广州市黄埔区机关事务管理局黄埔区机关大院物业管理服务采购项目(CZ2019-1285)'],['2019-07-30'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626081.jhtml']
['8'],['广州市黄埔区安全生产监督局化工聚集区安全风险评估服务采购项目(CC2019-0059)'],['2019-07-30'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626076.jhtml']
['9'],['广州市公安局番禺区分局现场勘查技术大队办公家具及设备采购项目(CZ2019-1271)'],['2019-07-30'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626070.jhtml']
['10'],['广州市公安局白云区分局人身意外伤害保险采购项目(CZ2019-1287)'],['2019-07-30'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626069.jhtml']
['1'],['广州外国语学校附属小学厨房设备采购项目(CZ2019-1314)'],['2019-07-30'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626060.jhtml']
['2'],['广州市财政局政务综合管理平台升级改造项目软件开发及基础软件购置(CZ2019-1151)'],['2019-07-30'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626059.jhtml']
['3'],['广州市规划和自然资源局从化区分局2019年度饭堂食材采购项目(CZ2019-1248)'],['2019-07-29'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/626014.jhtml']
['4'],['广州市增城区中新镇中新村全面改造项目公开选择合作企业公告(CZ2019-1227)'],['2019-07-29'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625931.jhtml']
['5'],['中新国际联合研究院永和园1、2号楼物业管理服务采购项目(CZ2019-1166)'],['2019-07-29'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625925.jhtml']
['6'],['广州大学网络安全云防护与网络日志审计存储扩容采购项目(CC2019-0058)'],['2019-07-29'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625921.jhtml']
['7'],['广州市番禺区新造镇谷围新邨社区配套保障服务(CZ2019-1060)'],['2019-07-29'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625908.jhtml']
['8'],['广州市市长专线电话受理中心广州12345政府服务热线受理中心2019年信息化建设项目(CZ2019-1213)'],['2019-07-29'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625906.jhtml']
['9'],['广州市卫生健康委员会广州市卫生行政审批业务系统升级改造采购项目(CZ2019-1098)'],['2019-07-29'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625902.jhtml']
['10'],['广州铁路职业技术学院智能制造技术实训室二期（3D打印逆向设备）设备采购项目(CZ2019-0881)'],['2019-07-29'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625897.jhtml']
['1'],['广州市公安局天河区分局天河区高清视频系统（938）建设采购项目(CZ2019-1148)'],['2019-07-29'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625894.jhtml']
['2'],['广州工程技术职业学院2019年物业管理服务采购项目(CZ2019-1209)'],['2019-07-29'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625891.jhtml']
['3'],['广州市老干部活动中心空调采购项目(CZ2019-1221)'],['2019-07-29'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625890.jhtml']
['4'],['广州住房公积金管理中心存量数据整理合并服务采购项目(CZ2019-0942)'],['2019-07-29'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625884.jhtml']
['5'],['广州市增城区中医医院智慧医院信息化能力提升建设（二期）采购项目(CZ2019-0999)'],['2019-07-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625854.jhtml']
['6'],['广州市荔湾区人民政府逢源街道办事处逢源街厚福、马基涌、隆城、富力西、逢源北社区出租屋门禁视频系统安装建设采购项目(CZ2019-1291)'],['2019-07-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625795.jhtml']
['7'],['广州市海珠区机关事务管理局物业管理服务采购项目(CZ2019-1206)'],['2019-07-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625755.jhtml']
['8'],['中国共产党广州市委员会办公厅语音转文字系统采购项目(CZ2019-1124)'],['2019-07-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625733.jhtml']
['9'],['广州市规划和自然资源局广州市三调成果管理及应用系统采购项目(CZ2019-0956)'],['2019-07-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625730.jhtml']
['10'],['广州市公安局黄埔区分局网络光纤、内部电话和IT设备维护维修采购项目(CZ2019-0614)'],['2019-07-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625722.jhtml']
['1'],['广州市建设工程造价大数据统计与分析平台二期采购项目(CZ2019-1245)'],['2019-07-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625721.jhtml']
['2'],['广州市番禺区毓贤学校信息化设备采购项目(CZ2019-1300)'],['2019-07-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625720.jhtml']
['3'],['广州市农产品质量安全溯源管理平台与生产管理系统升级改造建设项目(CC2019-0022)'],['2019-07-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625717.jhtml']
['4'],['广州市机电高级技工学校2019年高水平技师学院信息化建设项目(CZ2019-1114)'],['2019-07-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625714.jhtml']
['5'],['广州市公安局荔湾区分局2019年执法办案场所提档升级改造采购项目(CZ2019-1075)'],['2019-07-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625709.jhtml']
['6'],['广州铁路职业技术学院车辆租赁服务采购项目(CZ2019-0856)'],['2019-07-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625705.jhtml']
['7'],['广州市公安局增城区分局执法办案场所信息化提档升级建设采购项目(CZ2019-1179)'],['2019-07-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625700.jhtml']
['8'],['广州市财政局网络安全设备购置及安全等级保护测评服务采购项目(CZ2019-1128)'],['2019-07-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625699.jhtml']
['9'],['中国共产党广州市委员会办公厅市委机房会议系统运维采购项目(CZ2019-1226)'],['2019-07-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625688.jhtml']
['10'],['广州市公安消防支队白云区大队消防车维修保养采购项目(CZ2019-1050)'],['2019-07-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625655.jhtml']
['1'],['广州市广播电视大学2019年度教育信息化项目--校园安全视频监控系统采购项目(CZ2019-0074)'],['2019-07-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625547.jhtml']
['2'],['广州市地方志办信息化建设门户网站改造、地方志新馆运营管理系统建设和信息系统安全等保建设采购项目(CZ2019-0948)'],['2019-07-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625534.jhtml']
['3'],['广州市增城区荔城街西北部小学信息化设备采购项目(CZ2019-1281)'],['2019-07-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625530.jhtml']
['4'],['广州市黄埔区发展和改革局黄埔区政府投资建设项目管理平台升级改造工程采购项目(CZ2019-1267)'],['2019-07-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625512.jhtml']
['5'],['广州商务会展促进服务中心广州智慧会展城市智能自助服务平台采购项目(CZ2019-1286)'],['2019-07-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625507.jhtml']
['6'],['毛泽东同志主办农民运动讲习所旧址纪念馆陈列提升项目——数字化配套建设项目(CZ2019-1211)'],['2019-07-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625506.jhtml']
['7'],['广州市商务局2019年信息化建设项目子项目1_招商信息管理系统升级项目(CZ2019-1191)'],['2019-07-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625505.jhtml']
['8'],['广州医科大学附属肿瘤医院2019年财政投资信息化建设项目(CZ2019-1069)'],['2019-07-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625476.jhtml']
['9'],['广州医科大学附属肿瘤医院旧病区智能化改造项目(CZ2019-1056)'],['2019-07-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625467.jhtml']
['10'],['广州市番禺区石楼镇南派小学办公家具采购项目(CZ2019-1083)'],['2019-07-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625430.jhtml']
['1'],['广州市公安局交警支队2019年度公务车维修服务采购项目(CZ2019-0930)'],['2019-07-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625427.jhtml']
['2'],['广州市黄埔区、广州开发区安全生产培训采购项目(CZ2019-1238)'],['2019-07-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625412.jhtml']
['3'],['广州市规划和自然资源局白云区分局2019年法律顾问服务采购项目(CZ2019-1064)'],['2019-07-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625408.jhtml']
['4'],['广州医科大学附属肿瘤医院2019年财政投资信息化运维项目(CZ2019-1036)'],['2019-07-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625407.jhtml']
['5'],['广州市公安局白云区分局综合应用系统开发项目(CZ2019-1178)'],['2019-07-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625405.jhtml']
['6'],['广州市殡葬服务中心物业管理服务采购项目(CZ2019-0270)'],['2019-07-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625392.jhtml']
['7'],['广州市天河区卫健局采购母婴安康生育综合保障人寿保险服务采购项目(CC2019-0060)'],['2019-07-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625391.jhtml']
['8'],['广州市公安局白云区分局购买禁毒社工第三方评估服务采购项目(CJ2019-0027)'],['2019-07-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625311.jhtml']
['9'],['广州市财政局国库集中支付电子化项目（二期）基础设施采购(CZ2019-1190)'],['2019-07-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/625309.jhtml']
