项目名称,发布时间,开标时间,跳转链接 
['一品御厨绿化及路面修复工程 邀请招标公告'],['2019-03-13'],['2019-04-04'],['http://www.zztender.com/tender/5bf4e003ebfca/p-zz21904322.html']
['火炬水质净化厂臭气收集罩安装工程 邀请招标公告'],['2019-03-13'],['2019-04-04'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c887ddce9cb6.html']
['中山市档案信息中心智能馆库应用系统运行维护项目竞争性磋商采购公告'],['2019-03-13'],['2019-03-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c887daba1f17.html']
['中山市水污染物地方排放标准（岐江河流域）制订研究项目招标公告'],['2019-03-13'],['2019-04-04'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c887ac5cf740.html']
['广州科技贸易职业学院水电及五金材料配送服务资格项目询价公告'],['2019-03-12'],['2019-03-25'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c8771f474be0.html']
['2019年广东省学校国防教育成果展活动项目竞争性磋商公告'],['2019-03-12'],['2019-03-25'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c8763edb1694.html']
['广州市殡葬服务中心2019-2021年度殡葬纺织品原材料采购公开招标公告'],['2019-03-12'],['2019-04-03'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c8761ce19638.html']
['中山火炬开发区自来水有限公司五金配件、阀门、水表、球墨管及相关配件、钢塑管、塑料管及钢管协议供货资格采购项目（第二次）招标公告'],['2019-03-12'],['2019-04-03'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c8726d02bc21.html']
['中山市黄圃镇2019年新生校服定点采购供货商招标项目'],['2019-03-12'],['2019-04-03'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c87164d74865.html']
['关于中山市公安局执法执勤车辆采购项目（04包、06包）的竞争性谈判公告'],['2019-03-11'],['2019-03-21'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c862cefa6274.html']
['广州市天河区人民政府前进街道办事处 建设工程设计及造价咨询企业库建库公告'],['2019-03-11'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c862591270a8.html']
['广州市黄埔区人民政府夏港街道办事处 河涌堤岸绿化管养（含人行道保洁）服务招标公告'],['2019-03-11'],['2019-04-02'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c860c79ae406.html']
['广州市财经职业学校2019年信息化建设项目信息系统监理服务采购项目公开比选公告'],['2019-03-11'],['2019-03-15'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c85fecd55636.html']
['广州市从化区文化广电新闻出版局 2019年从化区参加广州市横渡珠江活动及市长杯“兵兵球、羽毛球、篮球赛”活动招标公告'],['2019-03-08'],['2019-03-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c8233651b12a.html']
['南朗镇大车村环境整治工程招标公告'],['2019-03-08'],['2019-04-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c821e565eee2.html']
['中山市陈星海医院信息化系统扩容升级采购项目公开招标公告'],['2019-03-08'],['2019-03-28'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c8214f5067e1.html']
['广东东源农村商业银行股份有限公司服装采购项目招标公告'],['2019-03-08'],['2019-03-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c820d587b10c.html']
['广东省第一强制隔离戒毒所制度宣传牌匾制作安装项目竞争性磋商公告'],['2019-03-08'],['2019-03-21'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c81ced5b4a0f.html']
['中山火炬高技术产业开发区博凯小学窗帘采购项目竞争性磋商公告'],['2019-03-07'],['2019-03-18'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c80e6dda73de.html']
['南朗镇九座公厕及四座垃圾房管理项目招标公告'],['2019-03-07'],['2019-03-28'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c80e03ad35a0.html']
['东莞市东南部卫生填埋场(一期)电塔护坡项目招标公告'],['2019-03-07'],['2019-03-27'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c80d5393acc3.html']
['东莞市东南部卫生填埋场（一期）厨房设备采购项目招标公告'],['2019-03-07'],['2019-03-27'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c80cabbc6080.html']
['广东省第一强制隔离戒毒所彩色多普勒超声诊断系统采购项目竞争性磋商公告'],['2019-03-06'],['2019-03-21'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c7f8e078e26f.html']
['广东省农村信用社联合社本部办公场所门禁系统升级项目竞争性谈判公告'],['2019-03-06'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c7f865cd6817.html']
['广州市天河区元岗街党群服务中心装修改造项目公开比选公告'],['2019-03-06'],['2019-03-12'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c7f7ef559f82.html']
['华南理工大学采购实时示波器项目国际招标公告'],['2019-03-05'],['2019-03-27'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c7e4168f3ca6.html']
['华南理工大学采购任意波形发生器项目国际招标公告'],['2019-03-05'],['2019-03-27'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c7e3908b6d95.html']
['广州市环境监测中心站 2018年污染防治攻坚战资金任务之机动车遥感监测系统建设项目招标公告'],['2019-03-05'],['2019-03-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c7e3449bf401.html']
['惠州市第三人民医院横沥镇人民医院热水管道和空气能热泵安装项目竞争性磋商公告'],['2019-03-04'],['2019-03-15'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c7cd7cb8f21d.html']
['惠州市第三人民医院2019年度两院区电器零星维保资格项目竞争性磋商公告'],['2019-03-04'],['2019-03-14'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c7cd7710b31d.html']
['华南农业大学农业农村部重点实验室管理系统软件采购项目公开招标公告'],['2019-03-04'],['2019-03-14'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c7cd64839349.html']
['校（园）方责任保险购置项目（重招2）竞争性磋商公告'],['2019-03-01'],['2019-03-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c78dc5431564.html']
['福建福日源磊科技有限公司等离子清洗机设备采购项目招标公告'],['2019-03-01'],['2019-03-21'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c78d55abad31.html']
['信宜市大成镇丽沙村农村环境综合整治工程竞争性磋商公告'],['2019-02-28'],['2019-03-11'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c77aa8b9fbe2.html']
['广州工程技术职业学院石化工程系在线精品开放课程制作服务（重招）竞争性磋商公告'],['2019-02-28'],['2019-03-11'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c7798b4cf497.html']
['中山市火炬开发区六和社区美丽宜居社区暨人居环境整治社区创建项目规划采购项目竞争性磋商采购公告'],['2019-02-28'],['2019-03-12'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c774db548cdc.html']
['惠州市第三人民医院手术麻醉系统年度维保服务项目竞争性磋商公告'],['2019-02-28'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c774d6c29d14.html']
['中国人民银行东莞市中心支行业务服务外包项目'],['2019-02-28'],['2019-03-20'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c7740ed9afdc.html']
['河道违章清拆和清障服务公开招标公告'],['2019-02-27'],['2019-03-20'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c765ea11b98a.html']
['中山市第二人民医院CT和DR保修服务采购项目'],['2019-02-26'],['2019-03-19'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c74de03555b8.html']
['信宜市2018年支持水稻适度规模经营项目肥料采购项目公开招标公告'],['2019-02-25'],['2019-03-18'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c73bbd08cfe2.html']
['信宜市2018年支持水稻适度规模经营项目统防统治服务项目公开招标公告'],['2019-02-25'],['2019-03-19'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c73baaa1a907.html']
['中山市地质灾害应急指挥平台服务项目竞争性磋商邀请函'],['2019-02-25'],['2019-03-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c73b4d29d4ea.html']
['湛江市麻章区人民法院改造工程'],['2019-02-25'],['2019-03-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c73ac5841ddb.html']
['佛山市高明区人民医院食堂原材料供应服务采购项目公开招标公告'],['2019-02-25'],['2019-03-19'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c73a8c299bee.html']
['广东省信用合作清算中心宣传字体使用权采购项目招标预公告'],['2019-02-22'],['2019-02-25'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6fb9e1eb794.html']
['广东省信用合作清算中心2019年法律顾问服务项目招标预公告'],['2019-02-22'],['2019-02-25'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6fb954e943f.html']
['白云区神山中南路AB0105102地块场地环境调查和风险评估采购需求征求意见公告'],['2019-02-22'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6fb87322383.html']
['2019中国广州国际投资年会会务服务项目竞争性磋商公告'],['2019-02-22'],['2019-03-05'],['http://www.zztender.com/tender/5bf4e003ebfca/p-zz0190054na5c99.html']
['信宜市2018年支持水稻适度规模经营项目太阳能杀虫灯采购公告'],['2019-02-21'],['2019-03-05'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6e62ca63138.html']
['广州市公安局黄埔区分局视频监看员服务项目招标公告'],['2019-02-21'],['2019-03-14'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6e1999b5461.html']
['粤东西北地区中心卫生院升级建设项目信宜市怀乡镇中心卫生院椎间孔镜、膝关节镜等医疗设备一批采购项目采购公告'],['2019-02-19'],['2019-03-12'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6d0941c0719.html']
['信宜市大成镇双乐村农村环境综合整治工程竞争性磋商公告'],['2019-02-19'],['2019-03-04'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6d07f05d063.html']
['国家税务总局中山市税务局饭堂食材配送供应商资格服务项目'],['2019-02-18'],['2019-03-12'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6b7919333.html']
['湛江市霞山妇幼保健院医疗设备采购项目'],['2019-02-18'],['2019-03-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6b7919b03.html']
['广州市番禺区人民法院 食品食材配送服务招标公告'],['2019-02-18'],['2019-03-12'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6b791a2d3.html']
['湛江市城市管理和综合执法局公园厕所升级改造工程'],['2019-02-18'],['2019-03-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6b791aaa4.html']
['儿童滑轨悬吊训练系统采购项目'],['2019-02-18'],['2019-02-27'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6b791b274.html']
['中山市公安局执法执勤车辆采购项目（01包、02包、03包、05包）'],['2019-02-18'],['2019-02-25'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6b791ba44.html']
['中山市火炬开发区联富社区美丽宜居社区创建项目规划采购项目'],['2019-02-18'],['2019-03-04'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6b791c214.html']
['校（园）方责任保险购置项目（重招）竞争性磋商公告'],['2019-02-18'],['2019-03-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6b791c9e4.html']
['校（园）方责任保险购置项目失败公告'],['2019-02-18'],['2019-02-15'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6bc021072.html']
['信宜市白石镇利试村书房垌搬迁安置工程招标公告'],['2019-02-18'],['2019-02-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6bc021842.html']
['广东省高级技工学校实习耗材采购项目招标失败的公告'],['2019-02-18'],['2019-02-18'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6bc022012.html']
['中山市西区社会事务局西区居家养老综合服务项目公开招标公告'],['2019-02-15'],['2019-03-12'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6bc0227e2.html']
['中山市西区社会事务局西区残疾人综合服务项目公开招标公告'],['2019-02-15'],['2019-03-11'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6bc022bca.html']
['广东省妇幼保健院采购医疗设备招标项目（2019-01）公开招标公告'],['2019-02-15'],['2019-03-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6bc02339b.html']
['广东省妇幼保健院采购医疗设备招标项目（2018-20）公开招标公告'],['2019-02-15'],['2019-03-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6bc023783.html']
['广州市民防指挥信息保障中心2019年度防空警报设备设施代维服务项目竞争性磋商公告'],['2019-02-15'],['2019-02-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6bc024b0b.html']
['广东省信用合作清算中心数据智慧-实时计算平台项目招标预公告'],['2019-02-15'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6c0c17d5b.html']
['广东省信用合作清算中心手机银行蓝牙SIM卡供应商招标预公告'],['2019-02-15'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6c0c1852b.html']
['广东省信用合作清算中心跨行账户信息验证业务合作招标预公告'],['2019-02-15'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6c0c18cfb.html']
['广东省信用合作清算中心关联影响分析工具采购项目招标预公告'],['2019-02-15'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6c0c194cb.html']
['广东省信用合作清算中心CMMI4咨询评估项目招标预公告'],['2019-02-15'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6c0c198b3.html']
['华南农业大学实体办事大厅智能化系统建设（一期）项目公开招标公告'],['2019-02-15'],['2019-03-12'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6c0c1a083.html']
['广州市民政局精神病院2019年-2021年水污染服务采购项目竞争性谈判邀请公告'],['2019-02-15'],['2019-02-25'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6c0c1a853.html']
['中山市小榄人民医院超声诊断仪维保采购项目Ⅱ'],['2019-02-15'],['2019-03-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6c0c1b024.html']
['广东省信用合作清算中心农合机构统一门户网站项目招标预公告'],['2019-02-14'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6c0c1bbdc.html']
['广东省信用合作清算中心TMMi 4 咨询和认证服务项目招标预公告'],['2019-02-14'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6c0c1c3ac.html']
['广州工程技术职业学院石化工程系在线精品开放课程制作服务竞争性磋商公告'],['2019-02-13'],['2019-02-28'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6c0c1db1c.html']
['惠州市第三人民医院省医保移动支付平台对接服务项目竞争性磋商公告'],['2019-02-13'],['2019-02-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6c0c1e6d4.html']
['信宜市职业技术学校学生生活服务中心天面建设工程招标公告'],['2019-02-12'],['2019-02-20'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6c0c1f675.html']
['中山中盈产业投资有限公司对引进高纯度金属靶材项目实施商务尽职调查的服务采购项目'],['2019-02-12'],['2019-02-25'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c6b6c0c20615.html']
