公告标题,序号,发布日期,跳转链接 
['广州市越秀区惠福西路小学其他临聘人员服务采购项目(重招)'],[招标编号0877-15GZTP01A363-1,(2015-12-25),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015350374b4f12b4']
['中山市古镇人民医院日间手术室、内镜清洗室室内装修工程(宿舍楼4楼装修改造工程)公开招标公告'],[招标编号0877-15GZTP01C288,(2015-12-25),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0151d855807f0985']
['阳江市阳东区智能化城市管理系统服务租赁项目（重招）'],[招标编号0877-15GZTP01B354-1,(2015-12-23),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015543b9c9b41436']
['阳江回隆(阳西)输变电所需的电缆专项招标（12月1批）项目招标公告'],[招标编号0877-15GZTP04B400/16,(2015-12-23),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0151cdba44d7097c']
['阳江供电局2015年十二月第一批专项招标项目招标公告'],[招标编号0877-15GZTP04B400,(2015-12-22),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0151c9e4f235097b']
['广州市越秀区真光幼儿园其他临聘人员服务采购项目'],[招标编号0877-15GZTP01A389,(2015-12-18),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0151b40446dd0974']
['广州白云工商高级技工学校建筑工程一体化学习中心专业设备采购项目（重招）'],[招标编号0877-15GZTP01C316-1,(2015-12-17),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0154c7e848e613d0']
['广州市海珠区宝岗路37号南北广场三楼招租项目(重招)'],[招标编号0877-15GZTP04D329-1,(2015-12-16),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0151a882f797096e']
['广州市越秀区云山小学其他临聘人员服务采购项目(重招)'],[招标编号0877-15GZTP01A362-1,(2015-12-15),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015312f9d0d21291']
['中山火炬开发区电子信息产业园控制性详细规划调整项目公开招标公告'],[招标编号0877-15GZTP01C287,(2015-12-15),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0151a4bd9ba70967']
['阳江市区公共外环境病媒生物防制服务项目公开招标公告'],[招标编号0877-15GZTP01B381,(2015-12-11),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0151901c41c90962']
['阳江市漠阳江双捷引水工程拦河闸重建工程设备和金属结构采购项目（第二次）公开招标公告'],[招标编号0877-15GZTP01B260-1,(2015-12-11),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01518ffd087a0960']
['东省地方税务局12366短信平台网络线路资费及信息费（2016-2018年度)服务采购项目'],[招标编号0877-15GZTP01D388,(2015-12-11),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01518ff79adf095f']
['广东省国家公园（省立）试点方案编制及技术咨询服务采购项目'],[招标编号0877-15GZTP01D382,(2015-12-11),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01518fbd747f095e']
['广东省航空护林站（广东省林火卫星监测中心）航空消防运油加油车采购项目(重招)'],[招标编号0877-15GZTP01D356-1,(2015-12-11),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01518f202e25095d']
['广州市越秀区云台里幼儿园其他临聘人员服务采购项目(重招)'],[招标编号0877-15GZTP01A306-1,(2015-12-10),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152208155ed09ac']
['樟木头林场森林防火指挥中心视频会议信息管理系统设计及安装工程'],[招标编号0877-15GZTP01D386,(2015-12-10),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01518a07039c0953']
['广东省三水强制隔离戒毒所2016年慰问品采购项目'],[招标编号0877-15GZTP04D385,(2015-12-10),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015189f1da570952']
['广州市天河区人民政府凤凰街道办事处家庭综合服务采购项目（重招）'],[招标编号 0877-15GZTP01D242-1,(2015-12-10),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015185ac8e990951']
['2015年沙栏村三期村庄道路改造工程竞争性谈判公告'],[招标编号0877-15GZTP01C324,(2015-12-08),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015180fdac19094e']
['2015年沙栏村二期村庄道路改造工程竞争性谈判公告'],[招标编号0877-15GZTP01C323,(2015-12-08),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015180f7bc2e094d']
['2015年沙栏村一期村庄道路改造工程竞争性谈判公告'],[招标编号0877-15GZTP01C322,(2015-12-08),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015180ea96f7094c']
['广东广播电视台融合新闻生产系统新闻生产平台项目招标公告'],[招标编号EQX201509G002,(2015-12-08),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01518040138d094a']
['广东省林业政务服务中心林业大数据可视化监控系统监理采购项目'],[招标编号0877-15GZTP01D369,(2015-12-08),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01517f974ff80947']
['广东省林业政务服务中心林业大数据可视化监控系统采购项目'],[招标编号0877-15GZTP01D366,(2015-12-08),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01517f958a8c0946']
['广州市花都区残疾人联合会残疾人家庭无障碍用品'],[招标编号0877-15GZTP01C312,(2015-12-07),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0154cc10881313d8']
['阳春市自来水公司生活饮用水用聚合氯化铝供货服务项目招标公告'],[招标编号0877-15GZTP04B370,(2015-12-07),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01517b609cae0945']
['湛江机场广告牌工程采购项目'],[招标编号0877-15GZTP04D383,(2015-12-07),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01517b3e13ed0942']
['二部及石马配电系统运行维护项目招标公告'],[招标编号0877-15GZTP04A313,(2015-12-07),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01517b3875480941']
['广东省航空护林站（广东省林火卫星监测中心）省级林火远程视频监控中心建设服务采购项目'],[招标编号0877-15GZTP01D341,(2015-12-07),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01517b262cca0940']
['广州市水上运动管理中心饭堂食材供应项目招标公告'],[招标编号0877-15GZTP01A102,(2015-12-04),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01525c991d1909d8']
['中山市动物卫生远程视频监控系统第三方中介检测(第三次)单一来源采购公告'],[招标编号0877-15GZTP01C319-1,(2015-12-04),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01516c620c49093e']
['中山市三角镇蟠龙村居家养老社会工作项目（第二次）竞争性谈判公告'],[招标编号0877-15GZTP01C321-1,(2015-12-04),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01516c602599093d']
['广州萝岗区萝峰小学恒温泳池设备采购项目(重招)'],[招标编号0877-15GZTP01D270-1,(2015-12-04),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01516beaf751093c']
['广州市越秀区惠福西路小学其他临聘人员服务采购项目'],[招标编号0877-15GZTP01A363,(2015-12-03),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153501e4f2412b3']
['广州市越秀区建设六马路小学其他临聘人员服务采购项目'],[招标编号0877-15GZTP01A378,(2015-12-03),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152de7d409111aa']
['中国人民解放军广东陆军预备役高射炮兵师第一团作战室改造项目'],[招标编号0877-15GZTP04D353,(2015-12-01),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01517f9b35950948']
['2015年度10kV钢管杆框架招标项目(重招）招标公告'],[招标编号 0877-15GZTP04B355/2-1,(2015-12-01),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01516b7382e4093b']
['阳江市碧湖宾馆有限公司物业管理服务采购项目'],[招标编号0877-15GZTP04B360,(2015-12-01),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01515c8fc3e7092f']
['湛江机场国际候机厅紧急修复工程采购项目招标公告'],[招标编号0877-15GZTP04D379,(2015-11-30),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0151573da30f092d']
['2015年花都区新雅街道办基层党员干部党性教育培训服务采购项目'],[招标编号0877-15GZTP01C349,(2015-11-27),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0154ccf5bd2513e2']
['广东省自然保护区标准化规范化建设采购项目'],[招标编号0877-15GZTP01D309,(2015-11-27),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015147e7e29f092a']
['阳春市广播电视台电视高标清播出系统及媒体资产管理系统采购项目招标公告'],[招标编号0877-15GZTP01B380,(2015-11-27),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0151479650810929']
['阳江市LED路灯节能改造监理服务项目招标公告'],[招标编号0877-15GZTP01B374,(2015-11-27),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015146e00e120927']
['阳江市LED路灯节能改造节能量审核评估、路面照明效果检测服务项目招标公告'],[招标编号0877-15GZTP01B373,(2015-11-27),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015146d918490926']
['共青团广州市委员会预防青少年违法犯罪服务站考核和评估项目'],[招标编号0877-15GZTP01C350,(2015-11-26),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0154c7c4712813cb']
['阳江市阳东区殡仪馆协议供货资格项目招标公告'],[招标编号0877-15GZTP04B375,(2015-11-26),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01514315807f0922']
['广州市番禺有线数字电视网络有限公司服务器虚拟化采购项目'],[招标编号0877-15GZTP04D359,(2015-11-26),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0151429d84a4091e']
['阳江市地方税务系统2016年至2017年工作服供货资格招标采购项目'],[招标编号0877-15GZTP01B376,(2015-11-26),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01514263d6a20918']
['阳江市阳东区智能化城市管理系统服务租赁项目'],[招标编号0877-15GZTP01B354,(2015-11-25),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015543b81ba21435']
['广东广播电视台融合新闻生产系统新闻生产平台项目'],[招标编号EQX201509G002,(2015-11-25),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01513ddcde400915']
['中山市三角镇社会事务局中山市三角镇蟠龙村居家养老社会工作项目竞争性谈判公告'],[招标编号0877-15GZTP01C321,(2015-11-24),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015138f171420913']
['江海街道市容环境卫生监督检查所保洁用具及材料采购项目'],[招标编号0877-15GZTP01D368,(2015-11-24),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0151333801a20910']
['广州市天河区人民政府珠吉街道办事处家庭综合服务采购项目'],[招标编号0877-15GZTP01D364,(2015-11-23),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0151330ba1ba090e']
['广州市花都区狮岭镇狮峰初级中学不锈钢门'],[招标编号0877-15GZTP01C123,(2015-11-20),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015529d70b491425']
['2015年--2016年“广州学习型社会建设改革”（远程教育部分）应用及建设——非信息化项目管理及咨询服务采购项目'],[招标编号0877-15GZTP01C340,(2015-11-20),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0154c7d1b23113ce']
['广东省航空护林站（广东省林火卫星监测中心）航空消防运油加油车采购项目'],[招标编号0877-15GZTP01D356,(2015-11-20),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015123b87ec20903']
['广州市天河区人民政府车陂街道办事处家庭综合服务采购项目'],[招标编号0877-15GZTP01D315,(2015-11-20),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01512278359b08fd']
['广州市越秀区云山小学其他临聘人员服务采购项目'],[招标编号0877-15GZTP01A362,(2015-11-19),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153129464c3128f']
['广州开发区房地产物业有限公司综合服务项目'],[招标编号0877-15GZTP04D357,(2015-11-19),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015131d4f0460907']
['阳江市漠阳江双捷引水工程拦河闸重建工程设备和金属结构采购项目公开招标公告'],[招标编号0877-15GZTP01B260,(2015-11-19),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015122be4fa20901']
['广东网络广播电视台机房网络系统扩容及其安全体系建设项目招标公告'],[招标编号WLT201510G001,(2015-11-19),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01511edebf1508fb']
['广州市越秀区培智学校其他临聘人员服务采购项目'],[招标编号0877-15GZTP01A317,(2015-11-18),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152206a254509a8']
['阳江供电局2015年十一月第三批专项招标项目招标公告'],[招标编号0877-15GZTP04B365,(2015-11-18),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01511b1dfed808fa']
['重点领域社工服务（西区）公开招标公告'],[招标编号0877-15GZTP01C284,(2015-11-18),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015119f9ad0f08f8']
['广东省皮肤性病防治中心医疗设备采购项目'],[招标编号0877-15GZTP01D345,(2015-11-18),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0151146e71f208f0']
['广州市越秀区东山培正小学其他临聘人员服务采购项目'],[招标编号0877-15GZTP01A346,(2015-11-17),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015220857bb509ad']
['雅韶镇人民政府多功能消防水车采购项目(重招)竞争性谈判'],[招标编号0877-15GZTP01B337-1,(2015-11-16),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015524d3d6761420']
['广东自贸试验区半年建设情况第三方评估服务采购项目竞争性磋商招标公告'],[招标编号0877-15GZTP01A328,(2015-11-16),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01510efca5d808ec']
['广州市天河区人民政府凤凰街道办事处家庭综合服务采购项目'],[招标编号 0877-15GZTP01D242,(2015-11-16),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01510e64b8f908eb']
['广州市越秀区农林下路小学其他临聘人员服务采购项目'],[招标编号0877-15GZTP01A344,(2015-11-13),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01529a6281290f38']
['广州市海珠区宝岗路37号南北广场三楼招租项目'],[招标编号0877-15GZTP04D329,(2015-11-13),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0150ffdd695508e7']
['广州市花都区狮岭镇冯村初级中学人造草及塑胶跑道采购'],[招标编号0877-15GZTP01C348,(2015-11-12),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01552495f51d141e']
['广州市射击射箭运动管理中心激光测试仪采购'],[招标编号0877-15GZTP01C311,(2015-11-12),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0154cc2f7ba113d9']
['广东广播电视台融合新闻生产系统信息安全等保项目招标公告'],[招标编号EQX201509G004,(2015-11-12),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0151001f853508e8']
['中山市动物卫生远程视频监控系统建设工程监理单一来源公告'],[招标编号0877-15GZTP01C175-1,(2015-11-12),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0150fb01bc9808e0']
['阳江市公安局阳东分局刑事侦查设备采购项目公开招标公告'],[招标编号0877-15GZTP01B343,(2015-11-12),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0150fa84a3e608de']
['阳江市公安局阳东分局警用装备项目公开招标公告'],[招标编号0877-15GZTP01B342,(2015-11-12),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0150fa837b5d08dd']
['阳江市漠阳江双捷引水工程拦河闸重建工程质量第三方检测公开招标公告'],[招标编号0877-15GZTP01B259,(2015-11-12),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0150fa74314f08dc']
['广州市黄埔区体育局体育设备及相关配套安装采购项目'],[招标编号0877-15GZTP01D351,(2015-11-12),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0150fa68667908d8']
['广州市越秀区云台里幼儿园其他临聘人员服务采购项目'],[招标编号0877-15GZTP01A306,(2015-11-11),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152207877df09aa']
