标号,招标项目,时间,跳转链接 
['GZQS1201FT11014'],['2012年佛山市经济科技发展专项资金（经贸部分、信息技术部分）项目招标及评审服务机构采购竞争性谈判公告'],['[2012-11-22]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5464']
['GZQS1201HG10016'],['广东电视台扩声音箱及功放等设备采购公开招标公告'],['[2012-11-20]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5463']
['GZQS1201HG11008'],['采购国际乒乓球专业LED隧道灯和专业实木地板项目（子包二重招）公开招标公告'],['[2012-11-20]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5462']
['GZQS1201FG11005'],['广州市2012年度土地变更调查数据建库与汇总项目公开招标公告'],['[2012-11-16]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5461']
['GZQS1201HG11003'],['广州市城管委技术研究中心厌氧发酵罐采购与安装项目（重招）公开招标公告'],['[2012-11-14]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5460']
['GZQS1201HT10019S'],['大塘镇中心小学电教平台采购安装项目（重招）谈判公告'],['[2012-11-12]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5459']
['GZQS1201HG10018'],['广州市城市管理委员会小型垃圾分类收运电瓶车项目公开招标公告'],['[2012-11-07]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5458']
['GZQS1201FG01011'],['2012年度省属企业改革与发展专项资金(竞争性部分）项目评审服务采购公开招标公告'],['[2012-11-06]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5457']
['GZQS1201FG07013'],['广州市白云区范围内提供收购工商局查扣牲畜及将已宰牲畜运送到广州市卫生处理厂（芳村）的服务公开招标公告'],['[2012-11-05]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5456']
['GZQS1201HG07006'],['广东农垦热带作物科学研究所组培农化实验楼建设项目公开招标公告'],['[2012-11-05]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5455']
['GZQS1201FG0801'],['“平安通”紧急呼援系统设备及相关服务资格供应商公开招标公告'],['[2012-11-05]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5454']
['GZQS1201GG11001'],['广州市高技能人才公共实训鉴定基地广州市高级技工学校（广汽校区）分基地配套场地改造项目公开招标公告'],['[2012-11-02]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5453']
['GZQS1201GT11002'],['广州市高级技工学校黄石校区教学楼内庭展览中心玻璃幕墙竞争性谈判公告'],['[2012-11-02]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5452']
['GZQS1201FG10020'],['广州市广播电视台互联网接入服务租赁项目公开招标公告'],['[2012-11-02]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5451']
['GZQS1201HT10019S'],['大塘镇中心小学电教平台采购安装项目谈判公告'],['[2012-11-01]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5450']
['GZQS1201FG01005'],['城镇地形地籍成果更新项目——中心城区地形地籍修补测及地籍总调查作业监理子项目（重招）公开招标公告'],['[2012-10-31]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5449']
['GZQS1201FG10014'],['广东省海洋与渔业局海域区划分权属信息查询系统服务项目公开招标公告'],['[2012-10-31]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5448']
['GZQS1201FG10015'],['广东省海洋与渔业局海岛资源管理辅助决策系统服务项目公开招标公告'],['[2012-10-29]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5447']
['GZQS1201FG09001'],['广东省海洋与渔业局海岛监控应急管理系统服务项目公开招标公告'],['[2012-10-25]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5446']
['GZQS1201HG01009'],['采购国际乒乓球专业LED隧道灯和专业实木地板项目（分子包一，子包二）公开招标公告'],['[2012-10-25]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5445']
['GZQS1201GT01013'],['广汽校区教学楼外墙，足球挡土墙，招生就业处招牌改造工程公开招标公告'],['[2012-10-23]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5444']
['GZQS1201HG01008'],['海珠区城市管理局海珠区垃圾压缩站除臭维护服务（重招）公开招标公告'],['[2012-10-22]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5443']
['GZQS1201HT01010'],['民航广州医院测听室隔音设备采购及配套安装竞争性谈判公告'],['[2012-10-20]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5442']
['GZQS1201HG01012'],['广东省高级技工学校教学实训设备采购项目（重招）公开招标公告'],['[2012-10-18]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5441']
['GZQS1201HG010003'],['广州市高级技工学校黄石校区用电增容及配电设备采购公开招标公告'],['[2012-10-18]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5440']
['GZQS1201HG01007'],['广州市纺织服装职业学校服装专业实训设备采购公开招标公告'],['[2012-10-17]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5439']
['18/10/2012'],['广州市白云区城市管理局2012年环卫及分类设施采购项目公开招标公告'],['[2014-02-24]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5438']
['GZQS1201HG01004'],['广州市高级技工学校马务校区食堂燃气管道置换采购公开招标公告'],['[2012-10-15]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5437']
['GZQS1201FG08012'],['新东园广场设计及周边地区更新规划项目公开招标公告'],['[2012-10-15]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5436']
['GZQS1201HG07010'],['广州市城市管理委员会技术研究中心厌氧发酵罐采购与安装项目公开招标公告'],['[2012-10-08]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5435']
['GZQS1201HG09008'],['广州市城市管理委员会环卫车辆设备采购项目(第二批）子包二重招公开招标公告'],['[2012-09-29]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5434']
['：GZQS1201HG01001'],['广州城市职业学院2013年度-2015年度教材供应资格项目公开招标公告'],['[2012-09-29]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5433']
['GZQS1201GT09010'],['广州市高级技工学校校史馆场地水电改造及通排风设施安装公开招标公告'],['[2012-09-28]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5432']
['GZQS1201HG09007'],['广州市高级技工学校各校区教室空调线路材料采购安装项目公开招标公告'],['[2012-09-26]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5431']
['GZQS1201FG09009S'],['贵广（南广）铁路“三电”迁改协调服务项目招标公告'],['[2012-09-25]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5430']
['GZQS1201HG08013'],['广东省高级技工学校教学实训设备采购项目公开招标公告'],['[2012-09-19]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5429']
['GZQS1201GG09005'],['广州市高级技工学校(广汽校区)学生文化建设项目公开招标公告'],['[2012-09-19]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5428']
['GZQS1201GT09004'],['广州市高级技工学校广汽校区篮球场及周边地坪改造工程竞争性谈判公告'],['[2012-09-17]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5427']
['GZQS1201HG09005'],['阳江市动物卫生监督所实验室改造及设备采购（重招）公开招标公告'],['[2012-09-17]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5426']
['GZQS1201FG03007'],['城镇地形地籍成果更新项目——中心城区地形地籍修补测及地籍总调查作业监理子项目招标公告'],['[2012-09-14]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5425']
['GZQS1201HG08016S('],['佛山市三水区工业中等专业学校机电实训设备采购项目招标公告'],['[2012-09-14]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5424']
['GZQS1201HG08010'],['海珠区城市管理局海珠区垃圾压缩站除臭维护服务公开招标公告'],['[2012-09-11]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5423']
['GZQS1201FG08011'],['广州市工商行政管理局越秀分局罚没物品仓储运输服务公开招标公告'],['[2012-09-07]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5422']
['GZQS1201HG07017S'],['佛山市三水区国土城建和水务局三防物资采购项目（重招）招标公告'],['[2012-09-06]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5421']
['GZQS1201FG08006'],['城镇地形地籍成果更新项目——入库数据质量检查、汇总及”二调”库体更新子项目公开招标公告'],['[2012-09-06]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5420']
['GZQS1201HG08009S'],['大塘镇中心小学电教平台采购安装项目招标公告'],['[2012-09-05]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5419']
['GZQS1201HG08008'],['广东省高级技工学校数控系教学实训设备采购项目公开招标公告'],['[2012-09-05]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5418']
['GZQS1201FG07011'],['广州市房地产研究中心电脑速录服务项目公开招标公告'],['[2012-09-04]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5417']
['GZQS1201FG03008'],['城镇地形地籍成果更新项目——中心城区地形地籍修补测及地籍总调查子项目公开招标公告'],['[2012-09-04]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5416']
['GZQS1201HG08007'],['广州市番禺区环境监测站环境监测仪器采购项目公开招标公告'],['[2012-09-04]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5415']
['GZQS1201FT08014'],['广州市环境空气质量达标规划研究服务项目竞争性谈判公告'],['[2012-09-03]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5414']
['GZQS1201HG08001'],['广州市城市管理委员会环卫车辆设备采购项目(第二批）公开招标公告'],['[2012-08-30]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5413']
['GZQS1201HG07018'],['阳江市动物卫生监督所实验室改造及设备采购公开招标公告'],['[2012-08-21]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5412']
['GZQS1201FG07012'],['广州市市管取水户水量计量服务项目公开招标公告'],['[2012-08-21]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5411']
['GZQS1201HT08005S'],['2012-2013学年中小学早餐采购及送餐服务谈判公告'],['[2012-08-15]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5410']
['GZQS1201HT08002'],['广东省云浮市云安县医疗器械采购项目竞争性谈判公告'],['[2012-08-10]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5409']
['GZQS1201HG07016'],['韶关市曲江区人民医院医疗设备项目公开招标公告'],['[2012-08-10]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5408']
['GZQS1201FT08003S'],['佛山市三水区招商宣传推介片制作采购项目谈判公告'],['[2012-08-10]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5407']
['GZQS1201HG07014'],['高性能水稻联合收割机产业化升级项目的安防、弱电、门禁及计算机网络系统项目公开招标公告'],['[2012-08-10]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5406']
['GZQS1201HG08004'],['白云电气集团有限公司信息化设备采购项目公开招标公告'],['[2012-08-10]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5405']
['GZQS1201HG07017S'],['佛山市三水区国土城建和水务局三防物资采购项目招标公告'],['[2012-08-08]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5404']
['GZQS1201FG06011'],['番禺海关物业管理服务项目招标公告'],['[2012-08-02]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5403']
['GZQS1201FG07002'],['增城市新塘镇陈家林垃圾填埋场除臭项目招标公告'],['[2012-08-02]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5402']
['GZQS1201HG05022'],['广州市轻工高级技工学校轨道交通实验实训系统设备采购项目公开招标公告'],['[2012-07-31]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5401']
['GZQS1201FT05020'],['新塘镇陈家林垃圾场渗滤液氧化塘整治项目竞争性谈判公告'],['[2012-07-27]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5400']
['GZQS1201HG07015'],['2012年预警工程建设项目之视频信息系统建设集成项目公开招标公告'],['[2012-07-27]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5399']
['GZQS1201HG06012'],['广东省清远监狱广场音响扩声、舞台灯光机械系统、导播设备及相关安装服务项目公开招标公告'],['[2012-07-26]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5398']
['GZQS1201HG07008'],['大气负离子自动监测站建设公开招标公告'],['[2012-07-24]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5397']
['GZQS1201FG07007S'],['佛山市三水区三水对外经济开发区三旧改造房屋拆除服务采购项目招标公告'],['[2012-07-19]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5396']
['GZQS1201HG07003'],['广东省女子监狱干警职工食堂食品采购公开招标公告'],['[2012-07-18]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5395']
['GZQS1201HG07009'],['广州市市政工程安全质量监督站检测中心专用设备更新购置（重招）公开招标公告'],['[2012-07-12]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5394']
['GZQS1201HG07004'],['广州城市职业学院校内实训基地设备购置-物联网应用实训室设备购置项目公开招标公告'],['[2012-07-12]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5393']
['GZQS1201HG07005'],['广州市工商行政管理局机关大楼电梯门套购置及安装项目公开招标公告'],['[2012-07-11]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5392']
['GZQS1101FG09012'],['广东省人民医院电梯维护保养服务项目(重招）公开招标公告'],['[2012-07-06]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5391']
['GZQS1201FG05006S'],['佛山市三水区安全生产专项中介服务采购项目（二次重招）招标公告'],['[2012-07-06]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5390']
['GZQS1201HG06010'],['广东岭南现代技工学校数字监控系统实施项目国内公开招标公告'],['[2012-07-05]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5389']
['GZQS1201HG06009'],['广东省气象台预报业务系统集群应用平台建设项目公开招标公告'],['[2012-06-28]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5388']
['GZQS1201FG06005'],['广州开发区国家税务局物业管理项目公开招标公告'],['[2012-06-21]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5387']
['GZQS1201HG06006'],['广州市越秀区疾病预防控制中心实验室检测设备采购项目公开招标公告'],['[2012-06-20]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=5386']
